0.28203,0.29135,0.26742
0.25902,0.28026,0.26305
0.22319,0.24732,0.2359
0.20136,0.22542,0.21617
0.18217,0.20637,0.1987
0.16896,0.19222,0.18598
0.15704,0.18015,0.17457
0.14813,0.17022,0.16596
0.14002,0.16155,0.15762
0.13332,0.15412,0.15096
0.12682,0.14781,0.14486
0.12163,0.14204,0.13977
0.11665,0.13659,0.13476
0.11216,0.13204,0.13088
0.10838,0.12781,0.12692
0.10483,0.12404,0.1234
0.10146,0.1206,0.12031
0.098649,0.11721,0.11709
0.095591,0.11431,0.11436
0.093254,0.11135,0.11167
0.090871,0.1087,0.10934
0.088566,0.10625,0.10715
0.086529,0.10368,0.10497
0.084563,0.10158,0.1033
0.082625,0.099529,0.1013
0.080937,0.097688,0.099388
0.079353,0.095933,0.09766
0.077653,0.094108,0.096208
0.076258,0.092568,0.094402
0.075003,0.090663,0.093044
0.073448,0.089187,0.091665
0.071878,0.087696,0.0903
0.070837,0.086326,0.089113
0.069709,0.085169,0.088018
0.068515,0.083801,0.086777
0.067186,0.082701,0.085854
0.066238,0.081364,0.084699
0.065281,0.080369,0.083517
0.064441,0.079112,0.082498
0.063473,0.07825,0.081604
0.062507,0.077199,0.080707
0.061667,0.076189,0.079632
0.060775,0.074848,0.078677
0.059995,0.074069,0.077883
0.059287,0.073399,0.077024
0.058555,0.072371,0.076065
0.057698,0.071515,0.075415
0.057091,0.070733,0.07466
0.056189,0.06991,0.073936
0.055705,0.069064,0.073016
0.054956,0.068232,0.072367
0.054281,0.067464,0.071724
0.053605,0.066497,0.071086
0.053026,0.065968,0.070419
0.052668,0.065152,0.069727
0.051915,0.064567,0.069311
0.051382,0.063762,0.068549
0.050644,0.063547,0.068091
0.050102,0.06275,0.067212
0.049707,0.062092,0.066881
0.049151,0.061505,0.066114
0.048692,0.060786,0.065796
0.048087,0.060349,0.065251
0.047581,0.059778,0.064696
0.047307,0.058991,0.063991
0.046868,0.058704,0.063644
0.046273,0.058176,0.063341
0.046023,0.057822,0.062923
0.045583,0.057151,0.062284
0.045221,0.056699,0.061947
0.044816,0.056098,0.061534
0.044403,0.055701,0.061063
0.043807,0.05505,0.060554
0.043722,0.054906,0.060193
0.04313,0.054562,0.059725
0.042752,0.054119,0.059345
0.042515,0.053672,0.058903
0.042016,0.053267,0.05863
0.041555,0.052737,0.05804
0.041262,0.052558,0.057796
0.040833,0.052019,0.057486
0.040598,0.051727,0.05716
0.039948,0.051217,0.056716
0.039892,0.050787,0.056338
0.039462,0.050294,0.05587
0.039022,0.05031,0.05549
0.039066,0.049878,0.055013
0.038807,0.049431,0.054682
0.038426,0.049012,0.054449
0.037916,0.048737,0.054177
0.037616,0.04866,0.053926
0.036939,0.048321,0.053301
0.036901,0.048029,0.053073
0.036593,0.047409,0.053008
0.036388,0.047232,0.052539
0.036282,0.04699,0.052214
0.035784,0.046673,0.052102
0.035193,0.046339,0.051694
0.035388,0.046132,0.051348
0.035276,0.045675,0.05116
0.035008,0.04543,0.050877
0.034483,0.044923,0.05051
0.034208,0.045163,0.050384
0.033981,0.044603,0.049916
0.033626,0.044412,0.049684
0.033436,0.044109,0.049376
0.033188,0.043834,0.049156
0.033008,0.043522,0.048916
0.032815,0.043417,0.048487
0.032619,0.043174,0.0484
0.032413,0.043029,0.048128
0.032323,0.042666,0.047956
0.031955,0.042249,0.047533
0.031745,0.042112,0.047386
0.031838,0.041838,0.046959
0.031379,0.041757,0.046901
0.030887,0.041257,0.046533
0.030749,0.041194,0.046408
0.030438,0.040945,0.045995
0.030665,0.040678,0.046034
0.030108,0.0405,0.045846
0.030201,0.039971,0.04573
0.029824,0.039587,0.045223
0.029804,0.03948,0.044997
0.02956,0.039254,0.044895
0.029727,0.039269,0.044565
0.029256,0.039127,0.044311
0.029221,0.038833,0.044108
0.029068,0.038387,0.043913
0.028692,0.038361,0.043902
0.02864,0.038231,0.043527
0.028257,0.037901,0.043448
0.028065,0.037958,0.043177
0.027956,0.037539,0.042947
0.02807,0.037458,0.042777
0.027486,0.037252,0.042572
0.027598,0.037282,0.042513
0.027651,0.036882,0.042302
0.027315,0.036821,0.042085
0.027197,0.036643,0.041827
0.027004,0.036491,0.041716
0.026858,0.036388,0.041497
0.02663,0.03615,0.041173
0.026717,0.036116,0.041264
0.026255,0.035903,0.040913
0.02598,0.035403,0.040642
0.025791,0.035269,0.040611
0.025683,0.03544,0.040387
