0.0066086,9.482e-05,2,0.0058792,0.00025477,2,0.0037917,0.0001166,2,0.0097319,3.6496e-05,2,0.0043043,9.9345e-05,2,0.0033914,0.00012144,2,0.00939,0.00033678,1,0.0056842,2.5241e-05,3,0.0062329,3.0368e-05,1,0.14641,6.3522e-05,2,0.30059,1.4935e-05,3,0.0018971,8.235e-06,3,0.0069443,0.00045255,1,0.0018239,2.4867e-05,3,0.10421,2.6185e-05,3,0.0021505,1.9175e-05,3,0.0046524,5.8757e-05,1,0.017649,6.0463e-05,2,0.0066037,0.00015711,2,0.0017422,3.5118e-05,3,0.0030541,2.0923e-05,2,0.061304,0.0018222,1,0.009942,1.4279e-05,1,0.00033521,0.00010903,2,0.0046539,2.2836e-05,3,0.0077314,0.0002312,1,0.0054399,2.8688e-05,2,0.32551,0.00011743,1,0.0056586,3.144e-05,3,0.030793,0.00070718,1,0.004255,0.00018599,1,0.0064069,0.00027379,1,0.006008,0.00011547,2,0.005843,0.00024221,1,0.0040826,1.5634e-05,3,0.13292,3.7917e-05,2,0.0058344,2.9037e-05,2,0.0045162,9.9764e-05,2,0.0068193,0.00015114,1,0.0010652,6.7936e-06,3,0.0096512,1.7698e-05,3,0.0095023,4.1312e-05,3,0.0091947,2.2063e-05,3,0.0066701,0.00031185,1,0.0053492,2.7385e-05,2,0.008694,0.00023984,1,0.0053945,0.0002099,2,0.0030974,6.8423e-05,3,0.0055458,2.1759e-05,3,0.0057168,0.00028196,1,0.27159,2.6431e-05,3,0.0040527,0.00015464,1
0.011951,8.9525e-05,2,0.01114,6.8897e-05,2,0.012122,0.0001692,2,0.010487,2.3326e-05,2,0.011676,7.9241e-05,2,0.0113,0.00012761,2,0.010279,0.00076489,1,0.011527,3.0601e-05,3,0.011056,0.0001125,1,0.18606,2.9759e-05,2,0.41536,-0,3,0.01167,9.1592e-06,3,0.011826,0.00070117,1,0.011622,4.0935e-05,3,0.11677,2.0412e-05,3,0.011637,2.7909e-05,3,0.011562,0.00016302,1,0.021362,2.4021e-05,2,0.011835,0.00022317,2,0.011491,5.701e-05,3,0.011687,2.5668e-05,2,0.12261,0.0038345,1,0.010069,9.0433e-05,1,0.011594,0.00012061,2,0.011643,2.474e-05,3,0.012739,9.6383e-05,1,0.011394,3.4996e-05,2,0.39592,0.00056427,1,0.011651,3.3807e-05,3,0.043522,0.00058113,1,0.011462,0.00020499,1,0.012227,0.00032662,1,0.011853,0.00015575,2,0.011822,0.00021197,1,0.011619,1.8706e-05,3,0.1658,1.5058e-05,2,0.011687,2.9072e-05,2,0.011377,7.2222e-05,2,0.012675,0.0002315,1,0.011471,9.4969e-06,3,0.012291,2.3046e-05,3,0.011903,4.204e-05,3,0.012127,2.0009e-05,3,0.011867,0.0001302,1,0.011843,2.7982e-05,2,0.01194,0.00018863,1,0.012221,0.00016969,2,0.011574,0.00010204,3,0.011847,2.5242e-05,3,0.011941,0.00021405,1,0.36825,1.6346e-05,3,0.011942,0.00017608,1
0.016658,0.00010033,2,0.013961,5.5392e-05,2,0.016013,0.00017106,2,0.016518,2.7297e-05,2,0.015686,0.00010296,2,0.015678,0.0001586,2,0.015879,0.00013686,1,0.015653,3.2282e-05,3,0.014333,0.00016064,1,0.21877,9.0652e-05,2,0.60119,2.8409e-05,3,0.015548,1.0314e-05,3,0.015257,0.00033139,1,0.015599,4.4484e-05,3,0.18159,1.0064e-05,3,0.015659,3.139e-05,3,0.016333,0.00022096,1,0.029585,3.3349e-05,2,0.015602,0.00016289,2,0.015538,6.3329e-05,3,0.015863,2.6467e-05,2,0.24522,0.0018021,1,0.014536,0.00031067,1,0.015792,0.00013357,2,0.015736,2.7944e-05,3,0.017621,0.00014278,1,0.01565,3.3492e-05,2,0.65564,0.00062495,1,0.015893,3.5816e-05,3,0.055677,0.001387,1,0.015828,0.00021276,1,0.016398,0.00045006,1,0.016367,0.00015373,2,0.016091,0.00028859,1,0.015873,2.0831e-05,3,0.24443,2.2843e-05,2,0.01594,2.6973e-05,2,0.015991,8.511e-05,2,0.016664,-3.1778e-05,1,0.015702,1.1367e-05,3,0.016479,1.7419e-05,3,0.016926,9.7796e-06,3,0.016011,1.5837e-05,3,0.017272,0.00015868,1,0.015572,3.0371e-05,2,0.014948,0.00015718,1,0.015718,0.00022354,2,0.015494,0.00010266,3,0.015688,2.4665e-05,3,0.015091,0.00027734,1,0.40674,1.3033e-05,3,0.01589,0.0001917,1
0.02115,8.56e-05,2,0.020806,7.5467e-05,2,0.021416,0.00015418,2,0.021303,2.7659e-05,2,0.021112,0.00011493,2,0.021203,0.00015203,2,0.021071,0.00053143,1,0.021658,3.3824e-05,3,0.02011,0.00011186,1,0.34126,8.6669e-05,2,0.90178,5.042e-05,3,0.021572,1.1981e-05,3,0.020962,0.00054527,1,0.021202,4.7834e-05,3,0.2497,2.3843e-05,3,0.021199,3.4247e-05,3,0.020767,0.0001837,1,0.037769,2.9353e-05,2,0.021518,0.00016289,2,0.02108,7.0407e-05,3,0.022032,2.7167e-05,2,0.33717,0.00099381,1,0.022126,0.00036833,1,0.02137,0.00014427,2,0.02134,2.7134e-05,3,0.021823,0.00016954,1,0.021529,2.6386e-05,2,0.79183,0.00050899,1,0.021082,3.5559e-05,3,0.07551,0.0014594,1,0.021275,0.00020229,1,0.020946,0.00032376,1,0.022975,0.0001312,2,0.020935,0.00022734,1,0.021507,2.0749e-05,3,0.37198,3.6065e-05,2,0.021623,2.8769e-05,2,0.021249,0.00010494,2,0.02213,4.8247e-05,1,0.021518,1.2343e-05,3,0.021839,1.515e-05,3,0.022101,2.2622e-05,3,0.021965,1.7889e-05,3,0.021602,0.00032594,1,0.021326,3.261e-05,2,0.02,0.00020047,1,0.020798,0.00021717,2,0.02125,0.00011124,3,0.021875,2.5196e-05,3,0.020378,0.00035491,1,0.63643,1.4649e-05,3,0.021271,0.00018019,1
0.0282,7.8168e-05,2,0.027686,4.7043e-05,2,0.028969,0.00015726,2,0.030451,3.0464e-05,2,0.027962,0.00014258,2,0.029262,0.00016455,2,0.029976,0.0004146,1,0.029119,3.6823e-05,3,0.03191,0.00013887,1,0.43924,7.0561e-05,2,1.1379,4.0977e-05,3,0.028944,1.2589e-05,3,0.026294,0.00036575,1,0.028681,5.2282e-05,3,0.31882,1.6355e-05,3,0.02868,3.7364e-05,3,0.029148,0.00031806,1,0.052037,3.3664e-05,2,0.028483,0.00014009,2,0.028611,7.9186e-05,3,0.029217,2.9603e-05,2,0.49043,0.0024265,1,0.029072,0.00059017,1,0.028801,0.00013938,2,0.029009,3.0114e-05,3,0.028967,0.00013915,1,0.029014,3.3515e-05,2,1.0774,0.00063886,1,0.029304,3.7451e-05,3,0.096183,0.00063465,1,0.029323,0.00021785,1,0.028412,0.00023636,1,0.030015,0.00011605,2,0.027925,0.00018195,1,0.029096,2.127e-05,3,0.45025,3.1675e-05,2,0.028947,3.0166e-05,2,0.029093,9.3846e-05,2,0.02976,0.00028275,1,0.028678,1.3282e-05,3,0.028593,1.6445e-05,3,0.028078,2.1502e-05,3,0.029163,1.765e-05,3,0.030035,0.00028259,1,0.029295,3.4846e-05,2,0.026203,0.00010374,1,0.027461,0.00019084,2,0.028481,0.00012312,3,0.028831,3.008e-05,3,0.028754,0.00031178,1,0.7681,1.171e-05,3,0.02892,0.00020006,1
0.038807,5.7081e-05,2,0.041306,5.6134e-05,2,0.039152,0.00019312,2,0.039685,2.883e-05,2,0.039022,0.00017098,2,0.03933,0.00017937,2,0.037298,0.00035483,1,0.039212,3.8562e-05,3,0.042666,0.0001409,1,0.61786,6.1134e-05,2,1.5224,3.2171e-05,3,0.039497,1.3377e-05,3,0.039022,0.00063391,1,0.038682,5.5094e-05,3,0.44194,1.8476e-05,3,0.038794,4.154e-05,3,0.038899,0.00023261,1,0.072049,3.5569e-05,2,0.039476,0.00017703,2,0.038683,9.0265e-05,3,0.038717,3.3147e-05,2,0.61304,0.0057508,1,0.040853,0.00029775,1,0.039296,0.00015119,2,0.038957,3.1463e-05,3,0.038132,0.00011491,1,0.039078,3.4379e-05,2,1.4159,0.00067697,1,0.039256,3.8794e-05,3,0.13315,0.00093442,1,0.038848,0.00023536,1,0.039224,0.00033161,1,0.040776,0.00011323,2,0.039319,0.00022754,1,0.039166,2.3128e-05,3,0.61846,3.4616e-05,2,0.038986,3.026e-05,2,0.039838,8.7552e-05,2,0.041863,0.00022199,1,0.039096,1.4909e-05,3,0.03924,1.7959e-05,3,0.0387,1.6882e-05,3,0.038237,1.7011e-05,3,0.039224,0.0001485,1,0.039004,3.8466e-05,2,0.037226,6.7275e-05,1,0.039137,0.00022215,2,0.038597,0.00012796,3,0.03928,3.1378e-05,3,0.040171,0.00030875,1,1.1126,9.8174e-06,3,0.038995,0.00022181,1
0.052702,5.6344e-05,2,0.05276,4.6074e-05,2,0.052852,0.00018973,2,0.053222,3.1925e-05,2,0.052175,0.0001798,2,0.052746,0.00017737,2,0.050786,0.00021037,1,0.052932,4.3431e-05,3,0.05528,0.00012604,1,0.86096,6.2793e-05,2,1.9792,3.2446e-05,3,0.053211,1.4395e-05,3,0.050468,0.00056101,1,0.052324,5.9409e-05,3,0.58318,2.317e-05,3,0.05247,4.6231e-05,3,0.052623,0.00025497,1,0.098948,4.034e-05,2,0.053975,0.00014764,2,0.052291,9.9077e-05,3,0.053301,3.51e-05,2,0.88136,0.0055148,1,0.05387,0.00041566,1,0.052757,0.00015303,2,0.052685,3.3437e-05,3,0.055437,0.00013243,1,0.053089,4.0063e-05,2,2.1549,0.0003709,1,0.053016,4.2708e-05,3,0.1686,0.0006827,1,0.0531,0.00023287,1,0.052891,0.00032382,1,0.055346,0.00010123,2,0.052333,0.00025063,1,0.053244,2.3465e-05,3,0.82892,3.5116e-05,2,0.053023,3.2494e-05,2,0.052194,8.7624e-05,2,0.053614,9.4182e-05,1,0.052715,1.6921e-05,3,0.052515,2.1201e-05,3,0.053119,2.2302e-05,3,0.052321,1.7945e-05,3,0.054663,0.00029364,1,0.053178,4.2706e-05,2,0.052406,7.2429e-05,1,0.05863,0.00014752,2,0.052303,0.00013665,3,0.053026,3.3353e-05,3,0.051733,0.00035661,1,1.583,1.0985e-05,3,0.053776,0.00023063,1
0.072621,4.8071e-05,2,0.074211,4.4426e-05,2,0.071386,0.00020499,2,0.072346,3.1015e-05,2,0.071125,0.00020219,2,0.071178,0.00018565,2,0.07417,0.00030822,1,0.071538,4.5916e-05,3,0.070965,0.00017574,1,1.0755,5.3846e-05,2,2.6843,3.4225e-05,3,0.071083,1.5563e-05,3,0.071081,0.0005049,1,0.07095,6.0725e-05,3,0.79627,2.3328e-05,3,0.070577,5.2905e-05,3,0.072171,0.00024997,1,0.13213,3.7903e-05,2,0.071897,0.00015621,2,0.070958,0.00011771,3,0.071072,3.7821e-05,2,1.2146,0.00038846,1,0.071738,0.00014168,1,0.071677,0.00016391,2,0.071598,3.6761e-05,3,0.07333,0.00014416,1,0.071404,4.0364e-05,2,2.8318,0.00061297,1,0.071667,4.7752e-05,3,0.25234,0.00048635,1,0.071493,0.00025275,1,0.070354,0.00032225,1,0.073049,0.00012776,2,0.07138,0.00029874,1,0.07153,2.6354e-05,3,1.0764,2.7767e-05,2,0.072049,3.4818e-05,2,0.073877,7.7601e-05,2,0.074007,0.00015634,1,0.071616,1.8753e-05,3,0.071588,2.4149e-05,3,0.072979,2.108e-05,3,0.071118,2.1353e-05,3,0.070153,0.00036429,1,0.071833,4.4582e-05,2,0.073309,0.00014437,1,0.073148,0.0002073,2,0.070603,0.00015204,3,0.071377,3.6567e-05,3,0.069897,0.00027158,1,2.0588,1.2674e-05,3,0.071324,0.00021573,1
0.098062,5.4085e-05,2,0.10013,4.8745e-05,2,0.096748,0.00020247,2,0.097421,3.7881e-05,2,0.096588,0.00022977,2,0.096958,0.000201,2,0.098514,0.00023348,1,0.096921,5.2971e-05,3,0.099703,0.00017087,1,1.5006,5.8446e-05,2,NaN,NaN,3,0.096906,1.8194e-05,3,0.096181,0.00064906,1,0.095859,6.2506e-05,3,1.1155,2.3917e-05,3,0.095735,5.8498e-05,3,0.097521,0.00027895,1,0.1781,4.507e-05,2,0.096734,0.00016186,2,0.095534,0.00012434,3,0.097483,4.0794e-05,2,1.4404,0.00064114,1,0.10069,0.00021431,1,0.095745,0.00016178,2,0.0967,4.0709e-05,3,0.0977,0.0001341,1,0.09681,4.5549e-05,2,NaN,NaN,1,0.097142,4.9456e-05,3,0.30793,0.00022687,1,0.097163,0.00029618,1,0.097566,0.0003269,1,0.097631,0.00011033,2,0.096756,0.0002772,1,0.096922,2.8086e-05,3,1.5313,3.7363e-05,2,0.097055,4.0707e-05,2,0.098814,7.3752e-05,2,0.095044,0.00011845,1,0.096494,2.0037e-05,3,0.096515,2.7925e-05,3,0.0981,2.2219e-05,3,0.097661,2.0617e-05,3,0.099896,0.00029976,1,0.097323,4.9155e-05,2,0.10118,0.00012432,1,0.098703,0.0002005,2,0.095033,0.00016139,3,0.097287,3.8599e-05,3,0.09517,0.00034822,1,2.6926,1.3496e-05,3,0.094773,0.00024732,1
0.13032,5.8593e-05,2,0.13169,4.5321e-05,2,0.13114,0.00024607,2,0.13257,3.6884e-05,2,0.13156,0.00025076,2,0.13045,0.0002179,2,0.14198,0.00027076,1,0.13094,5.9138e-05,3,0.13231,0.0002051,1,1.9871,5.6558e-05,2,NaN,NaN,3,0.13149,2.0476e-05,3,0.13147,0.00062591,1,0.13004,6.2571e-05,3,1.4762,2.4419e-05,3,0.12928,6.6337e-05,3,0.13111,0.00029299,1,0.2443,4.6997e-05,2,0.13234,0.00018273,2,0.12992,0.0001399,3,0.131,4.5103e-05,2,1.8906,0.00046976,1,0.13184,0.00027232,1,0.13176,0.0001768,2,0.13158,4.4615e-05,3,0.12911,0.00014633,1,0.13077,4.9487e-05,2,NaN,NaN,1,0.13151,5.2352e-05,3,0.43522,0.00031992,1,0.13058,0.00029128,1,0.12885,0.00033235,1,0.13274,0.00012056,2,0.13156,0.00030378,1,0.1309,3.0586e-05,3,2.0035,3.5535e-05,2,0.13147,4.2213e-05,2,0.13246,8.7369e-05,2,0.13141,0.00021187,1,0.13131,2.2795e-05,3,0.13271,3.0222e-05,3,0.13236,2.4212e-05,3,0.13078,2.4844e-05,3,0.12925,0.00034988,1,0.1322,5.2237e-05,2,0.12742,0.00012716,1,0.13017,0.00025743,2,0.12911,0.00017875,3,0.13203,4.29e-05,3,0.13193,0.00034567,1,NaN,NaN,3,0.13128,0.000247,1
