0.30043,-0.016394,1,0.53704,0.0072202,1,1.1241,-0,1,0.089678,0.001442,3,0.10867,-0,2,0.45519,0.021979,1,0.26763,0.0087337,3,0.43641,0.0052957,2,0.098074,-0,3,0.027548,-0,2,0.057181,0.0016129,3,0.072983,-0,2,0.56432,-0,3,0.50902,0.0011095,3,0.30527,0.0099713,2,0.036072,-0,1,0.35993,-0,1,0.16344,0.00092464,2,0.65179,0.0042644,1,0.035929,-0,3
0.75107,0.0082988,1,0.80556,-0,1,NaN,NaN,1,0.25279,-0,3,0.13584,-0,2,1.5293,0.0057972,1,0.345,0.0014663,3,0.7497,0.0021199,2,0.12607,0.0014782,3,0.055096,0.0041237,2,0.11079,-0,3,0.14052,-0.0087338,2,0.73378,0.0046324,3,0.59116,0.00081911,3,0.39782,0.0045989,2,0.072143,0.0015848,1,0.93409,0.0064516,1,0.26008,-0,2,0.88734,-0,1,0.058793,-0,3
1.239,0.016584,1,1.0741,0.024015,1,NaN,NaN,1,0.31791,-0,3,0.19018,-0,2,2.1585,0.0029985,1,0.42652,0.0018769,3,1.2735,-0,2,0.19254,0.0079369,3,0.082643,-0,2,0.12641,0.0022075,3,0.20384,-0,2,1.0773,0.0050295,3,0.899,0.0026618,3,0.61054,0.0052539,2,0.10821,-0.001581,1,1.4214,-0,1,0.47809,0.0035274,2,1.0091,0.0025355,1,0.069399,0.0046729,3
1.7051,0.0033841,1,2.6852,0.010969,1,NaN,NaN,1,0.44244,0.0019324,3,0.27168,-0,2,2.776,0.0018997,1,0.63979,0.0025407,3,1.3667,0.002079,2,0.2573,0.00049273,3,0.19463,0.0020284,2,0.1769,0.00054201,3,0.21709,-0,2,1.475,0.0027011,3,1.1327,0.0018398,3,0.80295,0.0017402,2,0.18036,-0,1,1.8035,-0,1,0.63643,0.0048287,2,1.6469,0.0024581,1,0.10186,0.00077391,3
2.0299,0.0076925,1,NaN,NaN,1,NaN,NaN,1,0.56621,0.0016045,3,0.32404,0.0029369,2,NaN,NaN,1,0.82344,0.0018203,3,2.0721,0.0069462,2,0.30608,0.0068971,3,0.27548,0.0040984,2,0.25604,0.0011071,3,0.34465,0.0010661,2,2.0838,0.0033663,3,1.4981,0.0039319,3,1.1367,0.0048636,2,0.2525,-0,1,2.8795,0.0031219,1,0.81596,0.0033915,2,1.9513,0.0025326,1,0.14698,0.0018953,3
2.7274,0.0061422,1,NaN,NaN,1,NaN,NaN,1,0.82044,0.0027422,3,0.42718,-0,2,NaN,NaN,1,1.1566,0.0029368,3,2.7724,0.0022152,2,0.45913,0.0025176,3,0.43059,0.0040984,2,0.34794,0.0013954,3,0.49511,0.0057129,2,2.7293,0.0083356,3,1.9019,0.0028202,3,1.5291,0.0045926,2,1.1319,-0,1,NaN,NaN,1,1.1085,0.0027299,2,2.8516,4.7399e-05,1,0.1843,0.002786,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1.058,0.0017126,3,0.62487,0.0020263,2,NaN,NaN,1,1.4989,0.0018136,3,NaN,NaN,2,0.62339,0.0029492,3,0.58812,0.0033126,2,0.43641,0.0012556,3,0.6645,0.0023017,2,NaN,NaN,3,2.6266,0.0083684,3,1.9993,0.0041291,2,2.1649,0.0043416,1,NaN,NaN,1,1.5052,0.0055044,2,NaN,NaN,1,0.24003,0.001937,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,1.5187,0.0019776,3,0.86098,0.0016807,2,NaN,NaN,1,2.0192,0.0017695,3,NaN,NaN,2,0.78189,0.002461,3,0.85421,0.0017914,2,0.59163,0.0010778,3,0.80337,0.0012515,2,NaN,NaN,3,NaN,NaN,3,2.8765,0.0034927,2,2.9459,0.0026212,1,NaN,NaN,1,1.915,0.0055323,2,NaN,NaN,1,0.32336,0.0015113,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,2.087,0.0013402,3,0.96318,0.0014852,2,NaN,NaN,1,2.7518,0.0020373,3,NaN,NaN,2,1.1297,0.0023979,3,1.1786,0.0052403,2,0.83283,0.0012472,3,1.0853,0.0023616,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,2.7128,0.010175,2,NaN,NaN,1,0.48011,0.002109,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,2.7643,0.0015987,3,1.4147,0.0053888,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,1.4923,0.0023093,3,1.6552,0.0047271,2,1.1522,0.0017909,3,1.4964,0.0025428,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,0.61022,0.0029536,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,2.0676,0.0014471,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,2.0527,0.0017681,3,2.0137,0.0026009,2,1.4748,0.0017189,3,2.0591,0.0024958,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,0.83026,0.0017136,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,2.6573,0.0028681,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,2.7299,0.0027343,3,2.8733,0.002822,2,2.0092,0.0015308,3,2.7743,0.0034409,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,1.1379,0.0020234,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,2.7363,0.0014604,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,1.5042,0.002324,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,2.0416,0.0017978,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,2.7157,0.0020191,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3
NaN,NaN,1,NaN,NaN,1,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,2,NaN,NaN,3,NaN,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,1,NaN,NaN,2,NaN,NaN,1,NaN,NaN,3
