0.0061999,0.0001828,0.0052895,2.0394e-05,0.0055508,1.028e-05
0.011509,4.793e-05,0.01166,-5.2834e-05,0.011086,6.9657e-05
0.016536,3.629e-05,0.016198,1.3975e-05,0.016063,9.4314e-06
0.021734,3.7791e-05,0.02144,5.6862e-05,0.02198,1.9165e-05
0.029172,3.6464e-05,0.028448,1.9503e-05,0.029439,-1.1451e-05
0.038861,4.1572e-05,0.039658,6.5907e-05,0.039951,4.0262e-05
0.051372,3.4242e-05,0.054098,4.3798e-06,0.052674,1.3024e-05
0.073353,1.263e-05,0.073821,4.1654e-05,0.072843,1.1959e-05
0.096697,5.2575e-05,0.098663,3.2806e-05,0.09733,1.845e-05
0.13478,7.2542e-05,0.12996,8.1387e-05,0.13425,6.6709e-05
0.18022,6.3104e-05,0.18219,2.6818e-05,0.18,4.2718e-05
0.2445,5.5631e-05,0.24145,4.4883e-05,0.24094,5.2886e-05
0.33333,7.6242e-05,0.33567,4.9398e-05,0.33705,4.2522e-05
0.45187,4.8072e-05,0.44757,5.36e-05,0.45489,4.52e-05
0.60659,6.5967e-05,0.60757,5.6968e-05,0.612,4.6355e-05
0.82384,7.0259e-05,0.8188,5.4808e-05,0.81572,3.9737e-05
1.1048,7.9941e-05,1.1028,6.2076e-05,1.0963,4.2504e-05
1.4841,6.5562e-05,1.4933,5.834e-05,1.4973,4.5305e-05
2.0027,8.5686e-05,2.0101,6.403e-05,2.0085,4.3815e-05
2.7104,8.7668e-05,2.7228,6.8565e-05,2.7188,4.8975e-05
