0.0031966,9.6642e-08,3,0.0036958,4.48e-05,2,0.0039467,1.1631e-05,1,0.0020211,-9.5363e-08,3,0.0026246,7.4545e-06,1,0.0027434,-4.0201e-07,2,0.0044696,1.6024e-05,3,0.002865,2.3789e-06,3,0.0051279,1.0172e-05,2,0.002309,1.2055e-05,2,0.0038063,2.1062e-05,1,0.005551,-7.6897e-06,2,0.0040582,1.0922e-05,3,0.0051917,7.6622e-06,1,0.0052428,1.3947e-05,1,0.0055221,5.6936e-06,2,0.0061832,2.1747e-06,1,0.005085,1.8205e-05,1,0.0030659,-0,2,0.0029804,-4.7267e-06,3,0.0063361,3.1043e-05,2,0.0038537,1.8905e-05,1,0.0033681,3.2934e-05,3,0.0024004,1.5919e-05,1,0.0020612,-2.8102e-05,1,0.003872,1.6321e-05,1,0.0029454,5.0408e-06,3,0.0043974,2.0441e-05,1,0.0023714,8.777e-06,2,0.0031655,2.433e-05,3,0.0013378,-0,2,0.0079786,1.1569e-05,3,0.0024327,9.4953e-06,2,0.0016884,-2.1095e-05,3,0.0029172,-0,2,0.0047536,-1.3078e-05,2,0.0060287,6.7683e-06,2,0.0026803,3.3406e-05,3,0.0031695,1.6452e-05,2,0.0028942,1.2784e-05,2,0.0020728,2.1856e-05,3,0.004019,9.1649e-06,1,0.0020743,-1.4011e-05,2,0.0025284,5.8566e-06,1,0.0026512,1.0365e-05,3,0.0058461,-0,3,0.0015671,-0,1,0.0050738,-0,3,0.0047804,-9.7718e-07,1
0.011301,1.8651e-05,3,0.010705,-0,2,0.011443,-2.3622e-05,1,0.010605,-4.2035e-06,3,0.011288,-0,1,0.011476,5.6384e-05,2,0.011223,-0,3,0.011713,-8.3202e-05,3,0.012061,3.832e-05,2,0.011183,-0,2,0.011929,5.9183e-05,1,0.012106,-7.9893e-05,2,0.011962,-1.6548e-05,3,0.011855,-4.6525e-05,1,0.011731,6.952e-05,1,0.011762,7.3234e-06,2,0.012311,2.288e-06,1,0.012639,1.4268e-05,1,0.011737,-0,2,0.011775,0.00019056,3,0.01236,-3.6942e-05,2,0.011421,1.8115e-05,1,0.010795,6.434e-05,3,0.01114,-2.4504e-06,1,0.011457,5.7892e-05,1,0.011519,3.2331e-05,1,0.011291,1.9451e-05,3,0.011859,-4.3192e-05,1,0.012579,1.3052e-05,2,0.012252,7.5497e-05,3,0.012226,-0,2,0.011819,-1.5846e-05,3,0.011894,-0,2,0.011708,-0,3,0.012176,-0,2,0.01049,-1.9836e-06,2,0.011721,9.0054e-07,2,0.010566,-0,3,0.011919,-0,2,0.011942,5.593e-05,2,0.01167,-0,3,0.011253,3.4876e-05,1,0.011539,-0,2,0.012186,5.1798e-05,1,0.011115,-0,3,0.012863,-0,3,NaN,NaN,1,NaN,NaN,3,0.01217,2.1813e-05,1
0.016126,9.6299e-05,3,0.013756,0.00011259,2,0.017056,4.271e-06,1,0.016169,2.1243e-07,3,0.017413,-0,1,0.016966,-3.7873e-06,2,0.016028,-0,3,0.015729,2.8754e-05,3,0.016389,-0.00025357,2,0.015776,-0,2,0.016592,1.6937e-05,1,0.016024,3.5657e-05,2,0.016342,1.1499e-05,3,0.016524,-3.8954e-05,1,0.01585,4.1172e-05,1,0.016098,1.0481e-05,2,0.015549,1.0016e-05,1,0.017705,4.1899e-05,1,0.015704,-0,2,0.017504,-5.6085e-05,3,0.014615,6.4902e-05,2,0.015896,9.4874e-05,1,0.016276,-3.517e-06,3,0.016419,-1.9046e-05,1,0.015714,8.7151e-05,1,0.015004,1.6316e-05,1,0.014727,1.7947e-05,3,0.016388,-5.6232e-06,1,0.014831,5.9599e-05,2,0.015497,6.1844e-05,3,0.016069,-0,2,0.015636,7.9352e-05,3,0.016428,-0,2,0.014714,-0,3,0.015031,7.2862e-05,2,0.016714,6.8627e-06,2,0.0156,8.9881e-06,2,0.015795,0.00012155,3,0.016058,-1.5458e-05,2,0.01714,-6.8069e-06,2,0.017015,-0,3,0.016076,2.6875e-05,1,0.015288,-0,2,0.016972,1.5865e-05,1,0.016054,-0,3,NaN,NaN,3,0.016504,-0,1,0.015425,0.0002091,3,0.016527,-0,1
0.024561,-9.2505e-06,3,0.021517,-0,2,0.023127,2.0843e-05,1,0.021673,4.6531e-05,3,0.020951,-0.00012993,1,0.020116,4.0443e-05,2,0.020019,-4.6787e-05,3,0.021922,4.3756e-05,3,0.023886,-2.1358e-05,2,0.021707,5.2966e-05,2,0.020088,4.4694e-05,1,0.021667,6.6208e-05,2,0.021495,3.2246e-05,3,0.022558,3.6212e-05,1,0.021506,1.4548e-05,1,0.020847,1.6883e-05,2,0.021176,1.2055e-05,1,0.021788,-4.0967e-06,1,0.022139,-0,2,0.023792,-6.352e-05,3,0.021879,6.9278e-05,2,0.021609,6.6578e-05,1,0.023498,8.0492e-05,3,0.021347,7.7258e-06,1,0.020773,-3.8219e-05,1,0.021368,6.2613e-05,1,0.0216,9.4222e-06,3,0.020256,6.8652e-05,1,0.022364,3.9043e-05,2,0.02183,0.00017111,3,0.020105,-0,2,0.021841,5.963e-06,3,0.023769,-1.2842e-05,2,0.020637,-0,3,0.021329,1.9367e-05,2,0.022099,1.2184e-05,2,0.020222,1.5529e-05,2,0.020408,-0,3,0.022242,-0,2,0.023037,-1.1766e-06,2,0.021707,0.00013455,3,0.022213,1.4097e-05,1,0.020734,-0,2,0.021123,-0,1,0.02199,-8.2817e-05,3,NaN,NaN,3,0.019043,-0,1,0.019318,-0,3,0.022599,-4.5194e-06,1
0.027336,-1.93e-06,3,0.02874,0.00016178,2,0.029213,1.5408e-05,1,0.029305,1.5803e-05,3,0.030671,-0,1,0.02639,-0,2,0.030198,-4.2377e-05,3,0.02883,1.6062e-05,3,0.029545,4.557e-05,2,0.028941,-0,2,0.029907,3.49e-05,1,0.028625,-0.00014801,2,0.029814,5.9852e-05,3,0.030604,3.218e-05,1,0.029426,2.6092e-05,1,0.030021,8.9821e-06,2,0.029243,9.297e-06,1,0.028444,3.8775e-05,1,0.031109,-0,2,0.028826,0.00012019,3,0.029201,5.6339e-05,2,0.028414,5.4728e-05,1,0.028958,4.4671e-05,3,0.028388,3.2536e-05,1,0.028542,1.9533e-05,1,0.030026,7.4292e-05,1,0.029454,4.2279e-05,3,0.029867,2.6815e-05,1,0.026719,-4.5541e-06,2,0.028474,-2.1806e-05,3,0.025918,-0,2,0.031647,1.0294e-05,3,0.030529,6.8644e-07,2,0.029576,2.053e-05,3,0.028928,-0,2,0.028641,-4.7625e-06,2,0.030665,1.7446e-05,2,0.028329,-0,3,0.02916,-0,2,0.031997,4.4008e-05,2,0.030085,-1.2131e-05,3,0.029785,1.3472e-05,1,0.030087,-0,2,0.028286,-0,1,0.027907,6.9828e-05,3,0.025745,-0,3,0.029566,-0,1,0.031089,-0.00034664,3,0.028014,-3.0037e-06,1
0.039345,5.0958e-06,3,0.038422,8.7112e-05,2,0.039118,1.3107e-05,1,0.03964,-5.9246e-05,3,0.040843,-2.1817e-05,1,0.039248,3.4797e-05,2,0.039772,5.7269e-05,3,0.037074,3.7632e-05,3,0.039396,5.3735e-05,2,0.04545,-0,2,0.040844,2.0861e-05,1,0.045348,6.6937e-05,2,0.041835,1.1618e-05,3,0.042321,1.1732e-05,1,0.038017,1.5123e-05,1,0.038961,1.8313e-05,2,0.038958,1.3859e-05,1,0.038362,1.2163e-05,1,0.041354,2.0201e-05,2,0.040478,1.5539e-05,3,0.037784,1.633e-05,2,0.041777,3.4313e-05,1,0.039584,2.3835e-05,3,0.036376,1.634e-05,1,0.040991,6.1581e-05,1,0.03934,2.7103e-05,1,0.039272,1.8925e-05,3,0.040312,7.0922e-06,1,0.039334,-1.4617e-05,2,0.038955,-0,3,0.039091,-0,2,0.041384,1.2313e-05,3,0.037071,-1.6264e-06,2,0.041301,-0,3,0.041335,-6.023e-06,2,0.038434,1.9671e-05,2,0.039038,2.5146e-05,2,0.035838,-0,3,0.036135,-0,2,0.042455,1.3117e-05,2,0.034028,-0,3,0.03756,5.7352e-06,1,0.042082,8.1076e-06,2,0.04221,4.0278e-06,1,0.041158,-5.4003e-06,3,0.038323,-0,3,0.040278,-0,1,0.040659,0.0003046,3,0.041561,-3.0324e-06,1
0.052597,2.8154e-06,3,0.058778,-0,2,0.05325,7.6099e-06,1,0.053419,3.5621e-06,3,0.056637,6.9954e-06,1,0.055473,1.3627e-06,2,0.0584,4.0832e-05,3,0.056386,2.5896e-05,3,0.052491,1.5748e-05,2,0.053329,3.2934e-05,2,0.055536,1.7132e-05,1,0.054639,1.3176e-05,2,0.057272,1.4708e-05,3,0.052457,7.5256e-06,1,0.052984,7.9066e-06,1,0.05311,1.9184e-05,2,0.054786,1.3799e-05,1,0.05394,2.9739e-05,1,0.051555,-1.6185e-06,2,0.058045,3.1627e-05,3,0.055634,7.2587e-07,2,0.05568,2.1623e-05,1,0.0577,2.8288e-05,3,0.055729,8.3901e-05,1,0.057794,8.9742e-06,1,0.051883,3.7075e-05,1,0.051544,5.3538e-06,3,0.055487,3.0325e-06,1,0.052971,2.4394e-05,2,0.054641,4.6007e-05,3,0.056355,-2.3107e-06,2,0.056143,6.0751e-06,3,0.057433,1.0097e-05,2,0.046131,-0,3,0.054587,1.0809e-06,2,0.055657,2.2257e-05,2,0.056826,4.1141e-06,2,0.058797,1.9617e-05,3,0.054617,5.9042e-05,2,0.058192,3.8884e-05,2,0.051548,-1.047e-05,3,0.055151,2.2828e-05,1,0.05462,1.2399e-05,2,0.055769,1.3526e-05,1,0.054665,5.2065e-05,3,0.055533,-0,3,0.059663,8.0664e-06,1,0.051485,0.00021439,3,0.055398,1.1e-05,1
0.076208,3.1934e-06,3,0.074673,6.8556e-06,2,0.071493,8.4191e-06,1,0.074623,5.3025e-06,3,0.07265,1.0841e-05,1,0.07491,3.5758e-06,2,0.078123,4.9491e-05,3,0.076065,1.8033e-05,3,0.075611,4.952e-06,2,0.074149,8.223e-06,2,0.071971,1.2083e-05,1,0.073977,3.695e-05,2,0.073012,7.5891e-06,3,0.074107,9.3433e-06,1,0.072255,1.2135e-05,1,0.075051,2.1299e-05,2,0.072412,1.6437e-05,1,0.074371,1.3424e-05,1,0.073287,8.9441e-07,2,0.075141,1.7002e-05,3,0.077293,7.4181e-06,2,0.071704,1.0977e-05,1,0.071161,1.0843e-05,3,0.07212,2.9533e-06,1,0.076843,1.1068e-05,1,0.079544,1.3708e-05,1,0.066762,4.4597e-05,3,0.069493,1.1267e-05,1,0.076933,1.0244e-05,2,0.07731,1.5803e-05,3,0.072575,1.2312e-06,2,0.072955,8.0145e-07,3,0.077751,2.3186e-06,2,0.078514,1.8562e-05,3,0.073871,3.6396e-06,2,0.077226,2.0873e-05,2,0.0756,1.6638e-05,2,0.076873,1.2734e-06,3,0.076664,2.2264e-05,2,0.072816,2.7197e-05,2,0.076199,-5.5522e-06,3,0.073142,4.5036e-06,1,0.076766,4.1725e-06,2,0.073564,5.5606e-06,1,0.078181,-1.1537e-05,3,0.075952,1.0216e-05,3,0.064746,8.9274e-06,1,0.077804,1.2105e-05,3,0.075025,1.6415e-05,1
0.099643,1.1176e-05,3,0.099887,4.1314e-06,2,0.094304,1.0075e-05,1,0.09983,9.9671e-06,3,0.10093,1.149e-05,1,0.09594,1.227e-06,2,0.095952,8.4929e-06,3,0.09756,1.6614e-05,3,0.092971,1.1347e-05,2,0.10218,1.0427e-05,2,0.096207,1.2685e-05,1,0.097372,1.6291e-05,2,0.094526,1.3734e-05,3,0.093293,1.3239e-05,1,0.099465,8.6135e-06,1,0.098024,1.977e-05,2,0.097042,1.1718e-05,1,0.097884,1.6014e-05,1,0.096901,3.5941e-06,2,0.10063,1.8497e-05,3,0.099283,1.2773e-05,2,0.096098,2.3444e-05,1,0.097171,1.6296e-05,3,0.10027,1.6095e-05,1,0.094452,7.2093e-06,1,0.10144,4.9472e-06,1,0.097689,8.7977e-06,3,0.096466,4.6005e-06,1,0.097822,1.1596e-05,2,0.097507,1.1133e-05,3,0.095952,6.8417e-07,2,0.091029,1.1375e-05,3,0.099352,7.9079e-06,2,0.10137,9.4136e-06,3,0.095848,2.9528e-06,2,0.099318,1.436e-05,2,0.095988,1.5223e-05,2,0.10171,5.4506e-06,3,0.10129,1.0816e-05,2,0.098459,1.5618e-05,2,0.10408,1.7518e-05,3,0.10319,1.0675e-05,1,0.094721,5.479e-06,2,0.098426,9.4794e-06,1,0.10432,9.8476e-06,3,0.10304,1.8382e-05,3,0.10582,-0,1,0.10509,1.768e-05,3,0.098587,1.2954e-05,1
0.13053,9.5101e-06,3,0.13631,8.0524e-06,2,0.13134,1.0751e-05,1,0.13547,4.6712e-06,3,0.12696,1.2355e-05,1,0.13549,5.3033e-07,2,0.1248,1.9085e-05,3,0.13813,1.3409e-05,3,0.13326,7.8688e-06,2,0.13195,1.27e-05,2,0.13048,1.4352e-05,1,0.13616,1.1546e-05,2,0.12988,1.8293e-05,3,0.12913,2.2918e-05,1,0.13131,1.4752e-05,1,0.13307,1.8234e-05,2,0.1304,1.3789e-05,1,0.13202,1.3405e-05,1,0.13281,8.6332e-07,2,0.12038,3.0165e-05,3,0.12713,1.3577e-05,2,0.13152,1.937e-05,1,0.13273,1.1902e-05,3,0.12967,1.29e-05,1,0.12967,2.5661e-06,1,0.12271,1.342e-05,1,0.13891,-3.6795e-06,3,0.13675,1.5297e-05,1,0.1377,8.5204e-06,2,0.12325,1.8872e-05,3,0.13165,2.0251e-06,2,0.12953,8.8214e-06,3,0.12979,7.6648e-06,2,0.12779,9.9265e-07,3,0.13442,2.3269e-06,2,0.12627,1.2321e-05,2,0.13419,1.6734e-05,2,0.12711,2.6801e-06,3,0.12801,1.011e-05,2,0.13097,1.5747e-05,2,0.13205,1.0938e-05,3,0.13746,1.3675e-05,1,0.13611,7.6967e-06,2,0.12915,8.93e-06,1,0.12458,9.8735e-06,3,0.1323,1.4034e-05,3,0.132,-0,1,0.12121,1.3361e-05,3,0.13372,1.4215e-05,1
