0.0064866,0.00019654,0.0060691,3.038e-05,0.0057525,0.00015798
0.015421,0.00012042,0.015539,0.00016759,0.013794,0.00021338
0.022368,0.00023326,0.024715,0.00017885,0.017685,0.00012955
0.029442,0.00025278,0.038986,0.00035014,0.025109,0.00011759
0.042853,0.00020831,0.055866,0.0001909,0.0383,4.2988e-05
0.054468,0.00031543,0.069056,0.00018531,0.052314,0.00011019
0.074013,0.00012294,0.10813,0.00011951,0.069238,3.9729e-05
0.10083,0.00011433,0.14232,7.6026e-05,0.092548,5.6157e-05
0.13865,0.00018829,0.18782,9.0246e-05,0.12324,0.00014964
0.18637,0.00014819,0.2622,0.00012001,0.16864,5.8212e-05
0.24855,0.00016558,0.35158,9.9388e-05,0.22223,8.9318e-05
0.34285,0.00011867,0.4733,6.7937e-05,0.31721,6.5185e-05
0.45922,0.00011812,0.64963,6.5113e-05,0.43641,3.2043e-05
0.61459,0.00010446,0.86902,6.5829e-05,0.56691,4.2067e-05
0.83617,7.205e-05,1.1785,5.5559e-05,0.7648,3.6125e-05
1.1174,7.6191e-05,1.0568,5.4212e-05,1.0274,3.8627e-05
1.0066,7.215e-05,0.8891,4.7647e-05,1.4008,3.9815e-05
1.3554,7.9892e-05,1.2177,4.6307e-05,1.8817,3.8622e-05
1.8367,8.5191e-05,1.6512,5.434e-05,2.0433,3.6077e-05
1.9499,5.5857e-05,1.1593,2.8239e-05,1.1681,1.8148e-05
